country,segment,sales_rep_id,team,pcid_count,revenue_90d,pqr_90d,rev_growth_pct,jobs_90d,rev_per_job,impact_calls_90d,impact_coverage
DACH,ISDCA,45111,DE-ISDCA-DE-DUSS-1,36,60700.5,74938.0,-0.2,92446,0.7,58,1
DACH,L,5898,DE-L-DE-DUSS-1,41,199468.0,192621.3,0.0,17904,11.1,135,3
DACH,L,7261,DE-L-DE-DUSS-1,41,94780.6,83487.3,0.1,16055,5.9,120,2
DACH,L,12199,DE-L-DE-DUSS-2,47,74921.2,84947.3,-0.1,20331,3.7,124,2
DACH,L,13395,DE-L-SA-DUSS-1,85,196306.0,175984.7,0.1,41287,4.8,196,2
DACH,L,13499,DE-L-DE-DUSS-2,45,214141.0,176822.3,0.2,17846,12.0,114,2
DACH,L,13503,DE-L-SA-DUSS-1,89,424273.5,195841.6,1.0,39397,10.8,222,2
DACH,L,14348,DE-L-DE-DUSS-1,17,60991.3,77819.5,-0.2,7848,7.8,11,0
DACH,L,14778,DE-L-DE-DUSS-2,45,270589.6,258793.9,0.0,14922,18.1,151,3
DACH,L,15323,DE-L-DE-DUSS-2,42,90733.9,137913.9,-0.3,21275,4.3,132,3
DACH,L,15830,DE-L-DE-DUSS-2,42,312444.1,279642.2,0.1,18364,17.0,121,2
DACH,L,17426,DE-L-DE-DUSS-1,42,134877.5,110742.2,0.2,20405,6.6,66,1
DACH,L,18849,DE-L-DE-DUSS-1,47,113596.1,84253.5,0.3,22292,5.1,100,2
DACH,L,19115,DE-L-SA-DUSS-1,82,118330.3,87082.0,0.4,51468,2.3,156,1
DACH,L,21204,DE-L-SA-DUSS-1,87,152620.5,85553.5,0.8,35728,4.3,249,2
DACH,L,23577,DE-L-DE-DUSS-2,45,241034.3,151454.2,0.6,16043,15.0,122,2
DACH,L,38749,DE-L-DE-DUSS-2,46,94436.5,82030.3,0.2,20693,4.6,106,2
DACH,L,44596,DE-L-DE-DUSS-2,42,258791.7,127807.5,1.0,19860,13.0,147,3
DACH,M,4867,DE-M-SA-DUSS-1,161,304026.5,230207.2,0.3,25237,12.0,302,1
DACH,M,5484,DE-M-DE-DUSS-3,103,444412.5,413187.6,0.1,13580,32.7,148,1
DACH,M,9206,DE-M-DE-DUSS-1,93,316410.9,245523.9,0.3,10406,30.4,191,2
DACH,M,9858,DE-M-PSE-DUSS-1,138,30893.1,28069.0,0.1,7242,4.3,258,1
DACH,M,10167,DE-M-DE-DUSS-3,110,430041.7,343753.5,0.3,20863,20.6,126,1
DACH,M,11649,DE-M-DE-DUSS-1,97,302546.0,249341.8,0.2,14249,21.2,204,2
DACH,M,11873,DE-M-SA-DUSS-1,78,161704.6,179968.1,-0.1,21168,7.6,2,0
DACH,M,12213,DE-M-DE-DUSS-3,105,414426.5,327279.6,0.3,22374,18.5,197,1
DACH,M,12240,DE-M-DE-DUB-1,96,499889.3,374655.2,0.3,10199,49.0,188,1
DACH,M,14402,DE-M-DE-DUSS-1,71,332594.0,266874.6,0.2,18637,17.8,140,1
DACH,M,14633,DE-M-DE-DUB-1,79,439230.5,362070.2,0.2,11660,37.7,120,1
DACH,M,19328,DE-M-DE-DUSS-1,95,289097.0,211474.1,0.4,11481,25.2,264,2
DACH,M,20198,DE-M-DE-DUSS-3,109,481378.0,430768.4,0.1,13949,34.5,159,1
DACH,M,20963,DE-M-DE-DUSS-1,94,454274.1,301166.4,0.5,11191,40.6,214,2
DACH,M,21193,DE-M-DE-DUSS-3,105,274576.9,218423.2,0.3,14001,19.6,200,1
DACH,M,29573,DE-M-PSE-DUSS-1,147,21053.8,32640.3,-0.4,8625,2.4,259,1
DACH,M,34786,DE-M-DE-DUSS-1,100,257802.6,223823.5,0.2,50214,5.1,327,3
DACH,M,38356,DE-M-DE-DUB-1,81,559309.4,457262.2,0.2,7670,72.9,161,1
DACH,M,38465,DE-M-DE-DUB-1,83,441570.1,385917.2,0.1,11470,38.5,149,1
DACH,M,39671,DE-M-DE-DUSS-3,109,389016.9,360831.5,0.1,14001,27.8,248,2
DACH,M,41360,DE-M-DE-DUSS-1,96,330747.8,260039.0,0.3,14846,22.3,323,3
DACH,M,41363,DE-M-SA-DUSS-1,167,360524.5,307814.0,0.2,41194,8.8,244,1
DACH,M,41364,DE-M-DE-DUB-1,106,430797.5,333246.0,0.3,16748,25.7,7,0
DACH,M,41802,DE-M-PSE-DUSS-1,132,35220.4,29286.7,0.2,8759,4.0,242,1
DACH,M,42732,DE-M-DE-DUB-1,68,310342.9,248719.1,0.2,8348,37.2,114,1
DACH,M,42738,DE-M-DE-DUB-1,88,500677.4,345830.2,0.4,8200,61.1,205,2
DACH,M,43163,DE-M-DE-DUB-1,96,367824.2,363036.0,0.0,9087,40.5,174,1
DACH,M,45187,DE-M-DE-DUB-1,94,272037.6,228004.2,0.2,9424,28.9,140,1
DACH,M,46336,DE-M-DE-DUB-1,48,242913.4,219489.6,0.1,4285,56.7,50,1
DACH,M,46542,DE-M-DE-DUB-1,57,225012.3,212771.8,0.1,10586,21.3,41,0
DACH,NAM,1726,DE-NAM-SA-DUSS-1,13,102760.7,107586.4,0.0,65353,1.6,18,1
DACH,NAM,3632,DE-NAM-SA-DUSS-2,15,106077.8,74344.1,0.4,57184,1.9,71,4
DACH,NAM,5492,DE-NAM-B2B-DUSS-1,11,39741.4,46558.4,-0.1,174089,0.2,71,6
DACH,NAM,7992,DE-NAM-RHLOG-DUSS-1,16,101805.7,48185.0,1.0,26563,3.8,3,0
DACH,NAM,7996,CH-NAM-ACCSA-ZRH-1,65,18392.9,30706.5,-0.4,185969,0.1,28,0
DACH,NAM,8327,DE-NAM-B2B-DUSS-1,8,215652.0,73971.4,1.0,42457,5.1,18,2
DACH,NAM,8756,DE-NAM-SA-DUSS-1,15,63420.1,50197.8,0.3,76225,0.8,1,0
DACH,NAM,8985,DE-NAM-HC-DUSS-1,11,64661.9,76010.6,-0.1,25227,2.6,92,8
DACH,NAM,9018,DE-NAM-SA-DUSS-1,18,113578.4,65164.2,0.7,117726,1.0,31,1
DACH,NAM,9589,DE-NAM-RHLOG-DUSS-1,5,81195.1,95345.4,-0.1,131272,0.6,46,9
DACH,NAM,10383,DE-NAM-ACCSA-DUSS-2,39,188709.3,209702.1,-0.1,38436,4.9,6,0
DACH,NAM,11132,DE-NAM-PSE-DUSS-1,26,49918.7,58766.8,-0.2,27351,1.8,83,3
DACH,NAM,11711,DE-NAM-RHLOG-DUSS-1,10,18341.7,10420.4,0.8,42428,0.4,67,6
DACH,NAM,12056,DE-NAM-PSE-DUSS-1,17,112970.4,109715.9,0.0,58178,1.9,86,5
DACH,NAM,14424,DE-NAM-SA-DUSS-2,11,71743.2,33042.1,1.0,239996,0.3,0,0
DACH,NAM,14779,DE-NAM-SA-DUSS-1,15,211682.8,220230.5,0.0,96276,2.2,28,1
DACH,NAM,14852,DE-NAM-SA-DUSS-2,18,191384.1,71873.5,1.0,215353,0.9,51,2
DACH,NAM,15810,DE-NAM-MCU-DUSS-1,10,7076.5,8648.1,-0.2,13252,0.5,63,6
DACH,NAM,16184,DE-NAM-SA-DUSS-1,18,83455.5,44145.5,0.9,124171,0.7,35,1
DACH,NAM,16494,DE-NAM-MCU-DUSS-1,9,172283.9,91901.9,0.9,20513,8.4,78,8
DACH,NAM,17145,DE-NAM-MCU-DUSS-1,11,145675.1,115743.5,0.3,25104,5.8,33,3
DACH,NAM,17512,DE-NAM-HC-DUSS-1,10,49691.8,45007.0,0.1,53151,0.9,103,10
DACH,NAM,18273,DE-NAM-B2B-DUSS-1,11,98134.9,86133.7,0.1,13848,7.1,54,4
DACH,NAM,18500,DE-NAM-RHLOG-DUSS-1,4,305471.5,199266.8,0.5,55047,5.5,81,20
DACH,NAM,19055,DE-NAM-B2B-DUSS-1,11,52695.3,53828.3,0.0,28303,1.9,51,4
DACH,NAM,24604,DE-NAM-PSE-DUSS-1,24,35866.1,53267.1,-0.3,94995,0.4,108,4
DACH,NAM,25434,DE-NAM-SA-DUSS-1,9,39165.5,29411.1,0.3,38496,1.0,8,0
DACH,NAM,25450,DE-NAM-SA-DUSS-2,17,49052.7,20452.1,1.0,187325,0.3,28,1
DACH,NAM,26627,DE-NAM-PSE-DUSS-1,14,117729.2,102454.1,0.1,65214,1.8,103,7
DACH,NAM,26654,CH-NAM-ACCSA-ZRH-1,29,10291.2,5964.4,0.7,95879,0.1,27,0
DACH,NAM,26793,DE-NAM-HC-DUSS-1,10,260120.5,196110.6,0.3,11931,21.8,106,10
DACH,NAM,27353,DE-NAM-HC-DUSS-1,12,93127.4,52401.5,0.8,36229,2.6,122,10
DACH,NAM,28905,DE-NAM-MCU-DUSS-1,12,17843.3,18709.9,0.0,14419,1.2,29,2
DACH,NAM,29671,DE-NAM-B2B-DUSS-1,11,153341.7,63501.8,1.0,15306,10.0,20,1
DACH,NAM,31674,DE-NAM-RHLOG-DUSS-1,4,245309.5,204681.1,0.2,23793,10.3,36,9
DACH,NAM,33776,DE-NAM-SA-DUSS-2,16,131501.2,63759.3,1.0,377898,0.3,55,3
DACH,NAM,34790,DE-NAM-HC-DUSS-1,12,148412.8,108288.8,0.4,25943,5.7,110,9
DACH,NAM,35545,DE-NAM-MCU-DUSS-1,9,113235.2,136712.9,-0.2,46178,2.5,59,6
DACH,NAM,36090,DE-NAM-RHLOG-DUSS-1,21,18482.3,51086.3,-0.5,51364,0.4,55,2
DACH,NAM,36419,DE-NAM-PSE-DUSS-1,20,23423.5,15552.9,0.5,9867,2.4,18,0
DACH,NAM,38387,DE-NAM-HC-DUSS-1,12,50063.8,23346.6,1.0,19006,2.6,108,9
DACH,NAM,42636,DE-NAM-B2B-DUSS-1,12,120977.8,72960.2,0.7,53120,2.3,26,2
DACH,NAM,43152,DE-NAM-HC-DUSS-1,11,57903.8,36421.8,0.6,21243,2.7,134,12
DACH,NAM,43784,DE-NAM-MCU-DUSS-1,10,54671.2,51561.0,0.1,25312,2.2,102,10
DACH,NAM,46325,DE-NAM-RHLOG-DUSS-1,17,48179.7,66204.3,-0.3,36612,1.3,15,0
DACH,NAMDCA,4823,DE-NAMDCA-DE-DUSS-1,23,174470.9,154076.0,0.1,34361,5.1,74,3
DACH,NAMDCA,10979,DE-NAMDCA-DE-DUSS-1,19,270361.7,159266.3,0.7,14505,18.6,165,8
DACH,NAMDCA,33256,DE-NAMDCA-DE-DUSS-1,9,44935.9,50500.0,-0.1,22240,2.0,64,7
DACH,NAMDCA,45425,DE-NAMDCA-DE-DUSS-1,26,103591.2,100910.5,0.0,10330,10.0,34,1
FR,ACC,6486,FR-M-ACCDE-PAR-1,234,61851.2,36519.1,0.7,56252,1.1,216,0
FR,ACC,6928,FR-M-ACCDE-DUB-1,221,48912.4,41030.6,0.2,85071,0.6,1,0
FR,ACC,11650,FR-M-ACCDE-DUB-1,214,43682.6,37584.9,0.2,141305,0.3,137,0
FR,ACC,11955,FR-NAM-ACCDE-PAR-1,63,14157.2,8881.9,0.6,86776,0.2,3,0
FR,ACC,13505,FR-NAM-ACCDE-PAR-1,46,6720.7,14734.1,-0.5,38837,0.2,22,0
FR,ACC,14739,FR-M-ACCDE-DUB-1,229,41899.7,28684.8,0.5,236112,0.2,155,0
FR,ACC,14741,FR-NAM-ACCDE-PAR-1,53,34299.1,31011.6,0.1,62987,0.5,15,0
FR,ACC,18831,FR-M-ACCDE-PAR-1,225,54371.6,27433.3,1.0,44880,1.2,172,0
FR,ACC,19822,FR-M-ACCDE-DUB-1,215,49395.0,26957.6,0.8,36487,1.4,35,0
FR,ACC,25407,FR-M-ACCDE-DUB-1,229,57130.8,31235.0,0.8,50007,1.1,296,1
FR,ACC,34425,FR-M-ACCDE-DUB-1,232,49831.4,37063.0,0.3,43986,1.1,160,0
FR,ACC,44449,FR-M-ACCDE-DUB-1,228,61372.3,50154.8,0.2,39985,1.5,194,0
FR,ACC,45449,FR-M-ACCDE-DUB-1,221,54282.2,34234.7,0.6,42118,1.3,91,0
FR,ISDCA,14044,FR-ISDCA-DE-DUB-1,38,54292.2,48407.1,0.1,40726,1.3,4,0
FR,ISDCA,32508,FR-ISDCA-DE-DUB-1,122,132038.0,95656.3,0.4,35752,3.7,97,0
FR,ISDCA,32911,FR-ISDCA-DE-DUB-1,212,288047.3,227359.2,0.3,88392,3.3,48,0
FR,ISDCA,45904,FR-ISDCA-DE-DUB-1,94,197531.2,145685.6,0.4,51206,3.9,,
FR,L,2647,FR-L-DE-DUB-1,37,101312.2,108953.6,-0.1,114249,0.9,106,2
FR,L,4173,FR-L-DE-DUB-1,37,51114.2,46097.9,0.1,50548,1.0,1,0
FR,L,4831,FR-L-DE-DUB-1,39,198817.1,143036.4,0.4,47460,4.2,132,3
FR,L,14848,FR-L-DE-DUB-1,39,101870.6,53812.8,0.9,66123,1.5,100,2
FR,L,15837,FR-L-DE-DUB-1,38,98906.4,57003.9,0.7,53050,1.9,82,2
FR,L,25632,FR-L-DE-DUB-1,39,64172.0,34123.8,0.9,33047,1.9,,
FR,L,26680,FR-L-DE-DUB-1,38,128052.6,82946.3,0.5,30402,4.2,145,3
FR,L,28994,FR-L-SA-DUB-1,66,22212.4,13464.6,0.6,56974,0.4,148,2
FR,L,38381,FR-L-DE-DUB-1,40,82437.9,54862.6,0.5,53002,1.6,114,2
FR,L,44287,FR-L-SA-DUB-1,65,19345.5,17279.8,0.1,78732,0.2,193,2
FR,L,45926,FR-L-SA-DUB-1,64,38378.2,43598.8,-0.1,38975,1.0,,
FR,L,46329,FR-L-DE-DUB-1,39,27173.1,39945.5,-0.3,54575,0.5,36,0
FR,M,7764,FR-M-DE-DUB-2,106,338992.0,296825.2,0.1,21014,16.1,15,0
FR,M,17491,FR-M-DE-DUB-1,105,318222.5,228840.5,0.4,33738,9.4,201,1
FR,M,19511,FR-M-DE-DUB-1,107,291883.4,295219.9,0.0,21668,13.5,170,1
FR,M,19804,FR-M-SA-DUB-1,79,52345.0,49577.9,0.1,147229,0.4,19,0
FR,M,20788,FR-M-PSE-DUB-1,189,12328.8,7391.4,0.7,88516,0.1,25,0
FR,M,28408,FR-M-DE-DUB-1,107,287592.1,221083.5,0.3,29849,9.6,178,1
FR,M,30162,FR-M-PSE-DUB-1,181,28212.9,19461.8,0.4,18837,1.5,147,0
FR,M,32506,FR-M-DE-DUB-2,104,293859.4,229051.0,0.3,27075,10.9,199,1
FR,M,33263,FR-M-DE-DUB-1,106,271756.3,240102.9,0.1,26615,10.2,203,1
FR,M,33639,FR-M-DE-DUB-2,52,319858.0,277896.0,0.2,74109,4.3,165,3
FR,M,34772,FR-M-DE-DUB-1,106,265252.4,254479.1,0.0,26596,10.0,151,1
FR,M,36421,FR-M-DE-DUB-2,53,229169.8,196408.8,0.2,33030,6.9,54,1
FR,M,38102,FR-M-SA-DUB-1,76,62214.6,61054.8,0.0,22835,2.7,169,2
FR,M,42601,FR-M-DE-DUB-1,105,328637.7,302259.4,0.1,20545,16.0,190,1
FR,M,42968,FR-M-DE-DUB-2,106,303541.7,259538.1,0.2,20520,14.8,206,1
FR,M,43792,FR-M-DE-DUB-2,107,296593.0,210037.6,0.4,30873,9.6,138,1
FR,M,44004,FR-M-DE-DUB-2,107,328515.8,276755.1,0.2,34868,9.4,149,1
FR,M,44728,FR-M-DE-DUB-1,105,327219.9,259730.2,0.3,29478,11.1,153,1
FR,M,45052,FR-M-SA-DUB-1,77,71058.6,63607.8,0.1,94196,0.8,162,2
FR,M,45186,FR-M-PSE-DUB-1,182,14511.0,9311.0,0.6,17548,0.8,137,0
FR,NAM,4517,FR-NAM-B2B-PAR-1,13,75040.5,52633.8,0.4,114685,0.7,0,0
FR,NAM,5149,FR-NAM-SA-PAR-1,8,62567.3,6002.8,1.0,615489,0.1,0,0
FR,NAM,5987,FR-NAM-FI-PAR-1,5,103165.3,75220.2,0.4,24027,4.3,18,3
FR,NAM,6194,FR-NAM-SA-PAR-1,9,52679.6,36134.0,0.5,393289,0.1,0,0
FR,NAM,6252,FR-NAM-B2B-PAR-1,13,28644.5,20850.3,0.4,152483,0.2,7,0
FR,NAM,7146,FR-NAM-SA-PAR-1,17,32046.1,11322.8,1.0,439259,0.1,84,4
FR,NAM,7160,FR-NAM-SA-PAR-1,6,34111.1,25058.6,0.4,409731,0.1,0,0
FR,NAM,7163,FR-NAM-RHLOG-PAR-1,15,20282.0,54186.5,-0.5,53082,0.4,9,0
FR,NAM,7661,FR-NAM-MCU-PAR-1,8,5448.6,12742.6,-0.5,47422,0.1,3,0
FR,NAM,9860,FR-NAM-HCE-PAR-1,7,25240.6,16002.9,0.6,365568,0.1,23,3
FR,NAM,10504,FR-NAM-SA-PAR-1,11,28166.9,16942.5,0.7,551197,0.1,75,6
FR,NAM,15510,FR-NAM-PSE-PAR-1,13,40168.7,24691.6,0.6,88928,0.5,0,0
FR,NAM,16496,FR-NAM-HCE-PAR-1,9,56858.2,31014.2,0.8,76314,0.7,53,5
FR,NAM,17104,FR-NAM-FI-PAR-1,5,87139.3,100410.9,-0.1,48494,1.8,29,5
FR,NAM,17851,FR-NAM-HCE-PAR-1,9,92930.4,62953.9,0.5,62157,1.5,0,0
FR,NAM,19059,FR-NAM-MCU-PAR-1,6,76965.8,62019.2,0.2,37352,2.1,0,0
FR,NAM,19812,FR-NAM-MCU-PAR-1,8,41945.9,51482.9,-0.2,57926,0.7,0,0
FR,NAM,20193,FR-NAM-MCU-PAR-1,12,142375.1,163256.3,-0.1,54737,2.6,0,0
FR,NAM,25394,FR-NAM-B2B-PAR-1,13,79766.3,109745.3,-0.3,47203,1.7,16,1
FR,NAM,25831,FR-NAM-RHLOG-PAR-1,15,39500.9,37684.3,0.0,61212,0.6,27,1
FR,NAM,28406,FR-NAM-ACCSA-PAR-1,30,18644.1,11668.6,0.6,150694,0.1,89,2
FR,NAM,34793,FR-NAM-PSE-PAR-1,15,40629.5,15564.2,1.0,53692,0.8,8,0
FR,NAM,36423,FR-NAM-FI-PAR-1,4,38963.4,31602.5,0.2,57320,0.7,28,7
FR,NAM,45925,FR-NAM-SA-PAR-1,15,0.0,8054.8,-0.5,0,,,
FR,NAMDCA,4387,FR-NAMDCA-DE-PAR-1,17,67466.3,55830.7,0.2,94747,0.7,7,0
FR,NAMDCA,4574,FR-NAMDCA-DE-PAR-1,12,26991.5,18566.2,0.5,90730,0.3,47,3
FR,NAMDCA,16500,FR-NAMDCA-DE-PAR-1,12,23443.0,45606.6,-0.5,67532,0.3,0,0
FR,NAMDCA,19807,FR-NAMDCA-DE-PAR-1,36,19093.2,24892.6,-0.2,39474,0.5,38,1
IBE,ACC,7557,ES-M-ACCDE-DUB-1,131,23761.8,19801.2,0.2,28325,0.8,127,0
IBE,ACC,9830,ES-NAM-ACCDE-MAD-1,63,85540.6,47823.4,0.8,29407,2.9,1,0
IBE,ACC,13320,ES-M-ACCDE-DUB-1,160,15944.0,5896.3,1.0,7339,2.2,17,0
IBE,ACC,16581,ES-NAM-ACCDE-MAD-1,49,85666.3,61919.2,0.4,49277,1.7,1,0
IBE,ACC,30408,PT-NAM-ACCDE-MAD-1,59,112094.5,21496.4,1.0,92331,1.2,0,0
IBE,ACC,39031,ES-NAM-ACCDE-MAD-1,55,48546.3,12662.1,1.0,36240,1.3,0,0
IBE,ACC,39284,ES-M-ACCDE-DUB-1,133,21401.9,12782.7,0.7,31507,0.7,155,1
IBE,ACC,41519,PT-M-ACCDE-DUB-1,155,169331.9,112991.9,0.5,42616,4.0,13,0
IBE,ACC,42593,ES-M-ACCDE-DUB-1,123,34561.4,24704.5,0.4,13240,2.6,141,1
IBE,ACC,45428,ES-M-ACCDE-DUB-1,130,24199.3,17433.9,0.4,7741,3.1,74,0
IBE,L,45905,UK-L-DE-DUB-2,32,132419.2,94709.4,0.4,20456,6.5,,
IBE,NAM,30256,ES-NAM-ACCSA-MAD-1,27,224983.5,11983.7,1.0,76251,3.0,0,0
IN,ACC,9847,IN-M-ACCDE-BLR-2,176,6046.7,5268.3,0.1,18450,0.3,196,1
IN,ACC,10264,IN-M-ACCDE-BLR-2,180,10754.6,11997.4,-0.1,100028,0.1,152,0
IN,ACC,13171,IN-M-ACCDE-BLR-1,179,2413.9,5618.8,-0.5,19397,0.1,201,1
IN,ACC,13649,IN-M-ACCDE-BLR-1,171,15329.9,8519.4,0.8,9690,1.6,171,1
IN,ACC,14337,IN-M-ACCDE-BLR-1,185,7631.9,5892.1,0.3,16296,0.5,246,1
IN,ACC,16884,IN-M-ACCDE-BLR-1,177,11231.7,8999.9,0.2,18804,0.6,150,0
IN,ACC,20127,IN-M-ACCDE-BLR-1,185,18557.2,21770.2,-0.1,20887,0.9,184,0
IN,ACC,26950,IN-NAM-ACCDE-BLR-1,41,4388.1,14740.7,-0.5,38745,0.1,0,0
IN,ACC,30096,IN-M-ACCDE-BLR-1,98,6494.4,9824.0,-0.3,16318,0.4,2,0
IN,ACC,33082,IN-NAM-ACCDE-BLR-1,37,37159.3,8268.9,1.0,43194,0.9,0,0
IN,ACC,39353,IN-M-ACCDE-BLR-1,203,134797.0,116352.1,0.2,23264,5.8,226,1
IN,ACC,41807,IN-M-ACCDE-BLR-2,162,27909.1,30568.3,-0.1,27610,1.0,176,1
IN,ACC,41900,IN-M-ACCDE-BLR-2,184,31324.1,28727.9,0.1,18281,1.7,174,0
IN,ACC,42567,IN-M-ACCDE-BLR-1,178,14632.0,14401.0,0.0,25208,0.6,162,0
IN,ACC,42917,IN-M-ACCDE-BLR-2,189,9797.4,10170.6,0.0,38639,0.3,182,0
IN,ACC,43716,IN-NAM-ACCDE-BLR-1,36,7442.0,21994.9,-0.5,15167,0.5,1,0
IN,ACC,43979,IN-NAM-ACCDE-BLR-1,36,56685.3,22769.8,1.0,54395,1.0,2,0
IN,ACC,45893,IN-M-ACCDE-BLR-2,116,0.0,18512.0,-0.5,0,,,
IN,ACC,46808,IN-M-ACCDE-BLR-2,119,17269.1,19004.1,-0.1,13865,1.2,0,0
IN,ACC,46829,IN-M-ACCDE-BLR-1,85,9465.9,10707.8,-0.1,6477,1.5,1,0
IN,NAM,7586,IN-NAM-ACCSA-BLR-1,47,8904.4,17024.2,-0.5,61091,0.1,0,0
IN,NAM,31079,IN-NAM-ACCSA-BLR-1,41,20143.6,18313.0,0.1,32550,0.6,0,0
IT,ACC,6397,IT-M-ACCDE-DUB-1,150,248309.1,142535.3,0.7,10904,22.8,161,1
IT,ACC,6793,IT-NAM-ACCDE-MIL-2,58,72929.8,57026.4,0.3,11137,6.5,0,0
IT,ACC,8423,IT-M-ACCDE-DUB-1,142,115179.0,98554.7,0.2,13957,8.3,170,1
IT,ACC,12207,IT-M-ACCDE-DUB-1,129,250279.3,194151.6,0.3,12374,20.2,156,1
IT,ACC,14756,IT-M-ACCDE-DUB-2,150,114393.1,93527.7,0.2,26711,4.3,182,1
IT,ACC,14757,IT-M-ACCDE-DUB-1,154,189232.3,140270.5,0.3,13318,14.2,184,1
IT,ACC,14758,IT-M-ACCDE-DUB-1,126,213406.8,173995.5,0.2,25475,8.4,135,1
IT,ACC,15308,IT-NAM-ACCDE-MIL-2,57,121220.3,20494.3,1.0,12177,10.0,0,0
IT,ACC,18131,IT-M-ACCDE-DUB-2,143,156290.1,128430.8,0.2,11670,13.4,138,0
IT,ACC,19815,IT-M-ACCDE-DUB-1,133,196897.9,150217.2,0.3,9165,21.5,169,1
IT,ACC,21189,IT-NAM-ACCDE-MIL-2,55,84360.1,69329.9,0.2,31571,2.7,0,0
IT,ACC,24236,IT-NAM-ACCDE-MIL-2,51,70578.1,38780.8,0.8,46320,1.5,0,0
IT,ACC,26746,IT-M-ACCDE-DUB-2,157,213618.9,130543.9,0.6,12734,16.8,179,1
IT,ACC,29549,IT-NAM-ACCDE-MIL-2,57,152936.7,23166.5,1.0,43746,3.5,0,0
IT,ACC,30254,IT-NAM-ACCDE-MIL-2,42,143558.6,95640.3,0.5,9425,15.2,0,0
IT,ACC,30410,IT-NAM-ACCDE-MIL-3,31,52998.2,9375.2,1.0,17929,3.0,0,0
IT,ACC,31746,IT-NAM-ACCDE-MIL-2,65,17525.3,15174.7,0.2,94697,0.2,0,0
IT,ACC,40754,IT-M-ACCDE-DUB-2,147,215339.4,184900.7,0.2,14886,14.5,194,1
IT,ACC,42816,IT-M-ACCDE-DUB-1,129,229337.4,215351.9,0.1,7634,30.0,197,1
IT,ACC,42973,IT-M-ACCDE-DUB-2,142,246659.6,218679.6,0.1,10282,24.0,193,1
IT,ACC,43713,IT-NAM-ACCDE-MIL-2,44,114635.1,71281.7,0.6,56872,2.0,0,0
IT,ACC,44732,IT-NAM-ACCDE-MIL-2,51,73681.7,48017.9,0.5,18295,4.0,0,0
IT,ISDCA,29953,IT-ISDCA-DE-DUB-1,68,153733.4,150522.0,0.0,2967,51.8,48,0
IT,ISDCA,43783,IT-ISDCA-DE-DUB-1,74,150893.8,108647.2,0.4,3651,41.3,154,2
IT,NAM,5065,IT-NAM-ACCSA-MIL-1,30,118126.2,53486.7,1.0,252774,0.5,0,0
IT,NAM,21190,IT-NAM-ACCSA-MIL-1,27,52483.1,21236.7,1.0,202005,0.3,0,0
IT,NAM,21574,IT-NAM-ACCSA-MIL-1,30,1715.1,6901.5,-0.5,99822,0.0,0,0
IT,NAM,24745,IT-NAM-ACCSA-MIL-1,25,35011.3,17227.9,1.0,72989,0.5,0,0
IT,NAM,30127,IT-NAM-ACCSA-MIL-1,28,118788.6,74506.1,0.6,99056,1.2,0,0
IT,NAM,30146,IT-NAM-ACCSA-MIL-1,36,22084.6,14492.3,0.5,86368,0.3,0,0
IT,NAMDCA,30185,IT-NAMDCA-DE-MIL-1,5,161821.3,128495.3,0.3,5240,30.9,1,0
IT,NAMDCA,31756,IT-NAMDCA-DE-MIL-1,47,12292.5,7190.3,0.7,12506,1.0,0,0
IT,NAMDCA,41953,IT-NAMDCA-DE-MIL-1,55,132456.7,65375.1,1.0,375671,0.4,0,0
IT,NAMDCA,45433,IT-NAMDCA-DE-MIL-1,60,141464.3,92667.1,0.5,13600,10.4,0,0
Ireland,ACC,7558,IE-NAM-ACCDE-DUB-1,35,116296.5,123829.9,-0.1,36096,3.2,4,0
Ireland,ACC,9287,IE-NAM-ACCDE-DUB-1,40,116810.5,112257.6,0.0,15237,7.7,90,2
Ireland,ACC,10027,IE-M-ACCDE-DUB-1,99,190462.4,178131.6,0.1,11121,17.1,139,1
Ireland,ACC,12891,IE-NAM-ACCDE-DUB-1,35,226480.5,174155.2,0.3,50177,4.5,1,0
Ireland,ACC,13067,IE-NAM-ACCDE-DUB-1,20,121063.9,83174.8,0.5,11620,10.4,0,0
Ireland,ACC,17170,IE-M-ACCDE-DUB-1,132,310065.2,261878.1,0.2,53547,5.8,154,1
Ireland,ACC,17173,IE-M-ACCDE-DUB-1,115,204615.7,173590.7,0.2,14862,13.8,143,1
Ireland,ACC,19416,IE-M-ACCDE-DUB-1,122,186005.4,172409.1,0.1,16487,11.3,184,1
Ireland,ACC,19785,IE-M-ACCDE-DUB-1,126,234717.0,210052.5,0.1,61484,3.8,157,1
Ireland,ACC,27012,IE-M-ACCDE-DUB-1,119,203178.5,198380.5,0.0,38108,5.3,136,1
Ireland,ACC,34120,IE-M-ACCDE-DUB-1,124,297143.4,219805.8,0.4,15705,18.9,196,1
Ireland,ACC,35562,IE-NAM-ACCDE-DUB-1,30,83007.5,82569.6,0.0,140615,0.6,0,0
Ireland,NAM,16140,IE-NAM-ACCSA-DUB-1,25,68863.6,61175.4,0.1,49484,1.4,24,0
Ireland,NAM,19453,IE-NAM-ACCSA-DUB-1,28,117193.5,83005.1,0.4,32892,3.6,40,1
MX,M,7178,MX-M-DE-ATX-1,126,120212.1,10616.5,1.0,23911,5.0,0,0
